nshot_prompt,noshot_prompt,context,answer,completion_0,completion_intervention_0,correct_0,correct_intervention_0,completion_1,completion_intervention_1,correct_1,correct_intervention_1,completion_2,completion_intervention_2,correct_2,correct_intervention_2,completion_3,completion_intervention_3,correct_3,correct_intervention_3,completion_4,completion_intervention_4,correct_4,correct_intervention_4,completion_5,completion_intervention_5,correct_5,correct_intervention_5,completion_6,completion_intervention_6,correct_6,correct_intervention_6,completion_7,completion_intervention_7,correct_7,correct_intervention_7,completion_8,completion_intervention_8,correct_8,correct_intervention_8,completion_9,completion_intervention_9,correct_9,correct_intervention_9,completion_10,completion_intervention_10,correct_10,correct_intervention_10,completion_11,completion_intervention_11,correct_11,correct_intervention_11,completion_12,completion_intervention_12,correct_12,correct_intervention_12,completion_13,completion_intervention_13,correct_13,correct_intervention_13,completion_14,completion_intervention_14,correct_14,correct_intervention_14,completion_15,completion_intervention_15,correct_15,correct_intervention_15,completion_16,completion_intervention_16,correct_16,correct_intervention_16,completion_17,completion_intervention_17,correct_17,correct_intervention_17,completion_18,completion_intervention_18,correct_18,correct_intervention_18,completion_19,completion_intervention_19,correct_19,correct_intervention_19,completion_20,completion_intervention_20,correct_20,correct_intervention_20,completion_21,completion_intervention_21,correct_21,correct_intervention_21,completion_22,completion_intervention_22,correct_22,correct_intervention_22,completion_23,completion_intervention_23,correct_23,correct_intervention_23,completion_24,completion_intervention_24,correct_24,correct_intervention_24,completion_25,completion_intervention_25,correct_25,correct_intervention_25,completion_26,completion_intervention_26,correct_26,correct_intervention_26,completion_27,completion_intervention_27,correct_27,correct_intervention_27,completion_28,completion_intervention_28,correct_28,correct_intervention_28,completion_29,completion_intervention_29,correct_29,correct_intervention_29,completion_30,completion_intervention_30,correct_30,correct_intervention_30,completion_31,completion_intervention_31,correct_31,correct_intervention_31
"Q: slowness
A: speed

Q: obscurity
A: prominence

Q: copy
A: original

Q: conception
A: birth

Q: unfit
A: fit

Q: distrust
A:","Q: distrust
A:","Q: slowness
A: speed

Q: obscurity
A: prominence

Q: copy
A: original

Q: conception
A: birth

Q: unfit
A: fit

",rely,I think that,10,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,I think that,False,False,I think that,I think that,False,False,I think that,I think that,False,False,I think that,I think that,False,False,I think that,I think that,False,False,I think that,I think that,False,False,I think that,I think that,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,I think that,False,False,I think that,I think that,False,False,I think that,distrust,False,False,I think that,distrust,False,False,I think that,Distrust,False,False,I think that,Distrust,False,False,I think that,Distrust,False,False,I think that,distrust,False,False
"Q: fortune
A: misfortune

Q: retreat
A: advance

Q: improper
A: proper

Q: free
A: imprison

Q: positive
A: negative

Q: unrelated
A:","Q: unrelated
A:","Q: fortune
A: misfortune

Q: retreat
A: advance

Q: improper
A: proper

Q: free
A: imprison

Q: positive
A: negative

",related,I'm,unrelated,False,False,I'm,: : :,False,False,I'm,1.,False,False,I'm,unrelated,False,False,I'm,I’m,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False,I'm,unrelated,False,False
"Q: cruel
A: kind

Q: father
A: mother

Q: hawk
A: dove

Q: realistic
A: unrealistic

Q: dismiss
A: appoint

Q: decipher
A:","Q: decipher
A:","Q: cruel
A: kind

Q: father
A: mother

Q: hawk
A: dove

Q: realistic
A: unrealistic

Q: dismiss
A: appoint

",encrypt,decipher,: : :,False,False,decipher,: : :,False,False,decipher,: : :,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False,decipher,decipher,False,False
"Q: inconsistency
A: consistency

Q: addition
A: subtraction

Q: redeem
A: condemn

Q: pack
A: sack

Q: unequipped
A: equipped

Q: consistent
A:","Q: consistent
A:","Q: inconsistency
A: consistency

Q: addition
A: subtraction

Q: redeem
A: condemn

Q: pack
A: sack

Q: unequipped
A: equipped

",inconsistent,I think it,1.,False,False,I think it,consistent,False,False,I think it,10,False,False,I think it,10,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,yes,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,consistent,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think that,False,False,I think it,I think it,False,False,I think it,I think that,False,False,I think it,1.,False,False
"Q: devil
A: angel

Q: nominal
A: real

Q: empty
A: full

Q: moving
A: stationary

Q: ground
A: sky

Q: unemployed
A:","Q: unemployed
A:","Q: devil
A: angel

Q: nominal
A: real

Q: empty
A: full

Q: moving
A: stationary

Q: ground
A: sky

",employed,The unemp,:::::,False,False,The unemp,: : :,False,False,The unemp,: : :,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,I am not,False,False,The unemp,I'm,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False,The unemp,unemploy,False,False
"Q: solid
A: striped

Q: relaxed
A: worried

Q: gentleman
A: jerk

Q: adequate
A: inadequate

Q: direct
A: indirect

Q: weakening
A:","Q: weakening
A:","Q: solid
A: striped

Q: relaxed
A: worried

Q: gentleman
A: jerk

Q: adequate
A: inadequate

Q: direct
A: indirect

",strengthening,The weakening,: : :,False,False,The weakening,: : :,False,False,The weakening,: : :,False,False,The weakening,1.,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,"The word """,False,False,The weakening,"The word """,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,Weakening,False,False,The weakening,Weakening,False,False,The weakening,Weakening,False,False,The weakening,weakening,False,False,The weakening,weakening,False,False,The weakening,The weakening,False,False,The weakening,1.,False,False
"Q: finite
A: infinite

Q: unfold
A: fold

Q: unravel
A: sew

Q: unorthodox
A: orthodox

Q: indifferent
A: curious

Q: waste
A:","Q: waste
A:","Q: finite
A: infinite

Q: unfold
A: fold

Q: unravel
A: sew

Q: unorthodox
A: orthodox

Q: indifferent
A: curious

",conserve,Waste is,10,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,I think it,False,False,Waste is,"The word """,False,False,Waste is,The waste is,False,False,Waste is,The waste is,False,False,Waste is,The waste is,False,False,Waste is,waste,False,False,Waste is,The waste is,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,waste,False,False,Waste is,The waste is,False,False,Waste is,The waste is,False,False,Waste is,Waste is,False,False,Waste is,Waste is,False,False,Waste is,waste,False,False,Waste is,Waste is,False,False,Waste is,1.,False,False
"Q: son
A: daughter

Q: physical
A: mental

Q: probable
A: improbable

Q: payment
A: receipt

Q: halt
A: propel

Q: adjective
A:","Q: adjective
A:","Q: son
A: daughter

Q: physical
A: mental

Q: probable
A: improbable

Q: payment
A: receipt

Q: halt
A: propel

",noun,A word that,: : :,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,a word that,False,False,A word that,a word that,False,False,A word that,unpleasant,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,adjective,False,False,A word that,a word that,False,False,A word that,a word that,False,False,A word that,a word that,False,False,A word that,a word that,False,False
"Q: comfort
A: harass

Q: cry
A: laugh

Q: balance
A: imbalance

Q: explicit
A: imply

Q: disorganize
A: classify

Q: soft
A:","Q: soft
A:","Q: comfort
A: harass

Q: cry
A: laugh

Q: balance
A: imbalance

Q: explicit
A: imply

Q: disorganize
A: classify

",hard,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,hard,False,True,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,soft,False,False,Soft is,Soft is,False,False,Soft is,1.,False,False
"Q: injure
A: heal

Q: rise
A: fall

Q: macroscopic
A: microscopic

Q: rear
A: frontal

Q: violent
A: nonviolent

Q: mandatory
A:","Q: mandatory
A:","Q: injure
A: heal

Q: rise
A: fall

Q: macroscopic
A: microscopic

Q: rear
A: frontal

Q: violent
A: nonviolent

",optional,"Yes, the",: : :,False,False,"Yes, the",: : :,False,False,"Yes, the",10,False,False,"Yes, the",10,False,False,"Yes, the","yes, but",False,False,"Yes, the",yes,False,False,"Yes, the",yes,False,False,"Yes, the",optional,False,True,"Yes, the",mandatory,False,False,"Yes, the",mandatory,False,False,"Yes, the",mandatory,False,False,"Yes, the",mandatory,False,False,"Yes, the",mandatory,False,False,"Yes, the",mandatory,False,False,"Yes, the",mandatory,False,False,"Yes, the","yes, it",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","yes, but",False,False,"Yes, the","no, but",False,False,"Yes, the",The mandatory,False,False,"Yes, the",The mandatory,False,False,"Yes, the","no, but",False,False
"Q: early
A: late

Q: leave
A: remain

Q: husband
A: wife

Q: integrate
A: differentiate

Q: southwestern
A: northeastern

Q: compliant
A:","Q: compliant
A:","Q: early
A: late

Q: leave
A: remain

Q: husband
A: wife

Q: integrate
A: differentiate

Q: southwestern
A: northeastern

",rebellious,The 2,11,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,compliant,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,The following is,False,False,The 2,The 2,False,False,The 2,The following is,False,False,The 2,The following is,False,False,The 2,The following is,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,The 2,False,False,The 2,1.,False,False
"Q: appear
A: disappear

Q: real
A: fictional

Q: hollow
A: solid

Q: release
A: detain

Q: end
A: beginning

Q: mobile
A:","Q: mobile
A:","Q: appear
A: disappear

Q: real
A: fictional

Q: hollow
A: solid

Q: release
A: detain

Q: end
A: beginning

",stationary,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,I'm,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,10,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,"yes, we",False,False,The mobile is,The mobile is,False,False,The mobile is,"yes, we",False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,mobile,False,False,The mobile is,The mobile is,False,False,The mobile is,The mobile is,False,False,The mobile is,The mobile is,False,False,The mobile is,The mobile is,False,False,The mobile is,07,False,False
"Q: main
A: secondary

Q: temporary
A: permanent

Q: remember
A: forget

Q: teen
A: adult

Q: push
A: pull

Q: expense
A:","Q: expense
A:","Q: main
A: secondary

Q: temporary
A: permanent

Q: remember
A: forget

Q: teen
A: adult

Q: push
A: pull

",income,The expense,1.,False,False,The expense,10,False,False,The expense,10,False,False,The expense,10,False,False,The expense,10,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,expense,False,False,The expense,expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,The expense,False,False,The expense,expense,False,False,The expense,1.,False,False
"Q: perceive
A: ignore

Q: cement
A: sand

Q: pro
A: con

Q: nearby
A: remote

Q: modern
A: medieval

Q: dull
A:","Q: dull
A:","Q: perceive
A: ignore

Q: cement
A: sand

Q: pro
A: con

Q: nearby
A: remote

Q: modern
A: medieval

",brilliant,Dull is,11,False,False,Dull is,dull,False,False,Dull is,1.,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False,Dull is,dull,False,False
"Q: together
A: separate

Q: independent
A: dependent

Q: advanced
A: elementary

Q: enter
A: exit

Q: column
A: row

Q: significant
A:","Q: significant
A:","Q: together
A: separate

Q: independent
A: dependent

Q: advanced
A: elementary

Q: enter
A: exit

Q: column
A: row

",insignificant,Significant,10,False,False,Significant,10,False,False,Significant,1.,False,False,Significant,10,False,False,Significant,10,False,False,Significant,10,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,The word significant,False,False,Significant,The word significant,False,False,Significant,The word significant,False,False,Significant,"The word """,False,False,Significant,"yes, it",False,False,Significant,Significant,False,False,Significant,"The word """,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,significant,False,False,Significant,The word significant,False,False,Significant,The word significant,False,False,Significant,1.,False,False
"Q: expanded
A: compressed

Q: synthesis
A: analysis

Q: weird
A: normal

Q: crude
A: refined

Q: defend
A: attack

Q: resent
A:","Q: resent
A:","Q: expanded
A: compressed

Q: synthesis
A: analysis

Q: weird
A: normal

Q: crude
A: refined

Q: defend
A: attack

",cherish,I'm,11,False,False,I'm,10,False,False,I'm,1.,False,False,I'm,1.,False,False,I'm,1.,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,resent,False,False,I'm,1.,False,False
"Q: laugh
A: weep

Q: mature
A: premature

Q: odd
A: even

Q: upside
A: downside

Q: beautiful
A: hideous

Q: coastal
A:","Q: coastal
A:","Q: laugh
A: weep

Q: mature
A: premature

Q: odd
A: even

Q: upside
A: downside

Q: beautiful
A: hideous

",inland,coastal,:::::,False,False,coastal,: : :,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,coastal,False,False,coastal,The coastal,False,False,coastal,The coastal,False,False,coastal,The coastal,False,False,coastal,1.,False,False
"Q: deceptive
A: truthful

Q: diminish
A: intensify

Q: melody
A: discord

Q: blindness
A: sight

Q: inflammatory
A: anti-inflammatory

Q: question
A:","Q: question
A:","Q: deceptive
A: truthful

Q: diminish
A: intensify

Q: melody
A: discord

Q: blindness
A: sight

Q: inflammatory
A: anti-inflammatory

",answer,I'm,question,False,False,I'm,answer,False,True,I'm,question,False,False,I'm,question,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,question,False,False,I'm,question,False,False,I'm,question,False,False,I'm,"yes, you",False,False,I'm,"Yes, you",False,False,I'm,"yes, you",False,False,I'm,"yes, you",False,False,I'm,"yes, you",False,False,I'm,"yes, you",False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,The answer is,False,False,I'm,I'm,False,False,I'm,1.,False,False
"Q: prolonged
A: short-lived

Q: live
A: die

Q: uncreative
A: creative

Q: validate
A: invalidate

Q: range
A: domain

Q: sensitive
A:","Q: sensitive
A:","Q: prolonged
A: short-lived

Q: live
A: die

Q: uncreative
A: creative

Q: validate
A: invalidate

Q: range
A: domain

",insensitive,I think it,10,False,False,I think it,10,False,False,I think it,I think it,False,False,I think it,1.,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,sensitive,False,False,I think it,"The word """,False,False,I think it,The best way,False,False,I think it,The best way,False,False,I think it,The most common,False,False,I think it,The most common,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,The sensitivity,False,False,I think it,The sensitivity,False,False,I think it,Sensitive,False,False,I think it,Sensitive,False,False,I think it,Sensitive,False,False,I think it,Sensitive,False,False,I think it,The sensitivity,False,False,I think it,I think it,False,False
"Q: winner
A: loser

Q: uncheck
A: check

Q: flexible
A: rigid

Q: incapable
A: capable

Q: fragmented
A: whole

Q: unsatisfactory
A:","Q: unsatisfactory
A:","Q: winner
A: loser

Q: uncheck
A: check

Q: flexible
A: rigid

Q: incapable
A: capable

Q: fragmented
A: whole

",satisfactory,I'm,:::::,False,False,I'm,: : :,False,False,I'm,10,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unsatisfactory,False,False,I'm,unacceptable,False,False,I'm,unacceptable,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,unsatisfactory,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False
"Q: same
A: different

Q: establish
A: abolish

Q: discard
A: keep

Q: grandfather
A: granddaughter

Q: obedience
A: disobedience

Q: west
A:","Q: west
A:","Q: same
A: different

Q: establish
A: abolish

Q: discard
A: keep

Q: grandfather
A: granddaughter

Q: obedience
A: disobedience

",east,west,: : :,False,False,west,: : :,False,False,west,I'm,False,False,west,I think it,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,west,False,False,west,West is a,False,False,west,west,False,False,west,West is a,False,False,west,west,False,False,west,The West is,False,False,west,1.,False,False
"Q: complex
A: simple

Q: daytime
A: nighttime

Q: bottom
A: top

Q: rear
A: front

Q: useless
A: useful

Q: most
A:","Q: most
A:","Q: complex
A: simple

Q: daytime
A: nighttime

Q: bottom
A: top

Q: rear
A: front

Q: useless
A: useful

",least,Most,10,False,False,Most,10,False,False,Most,I'm,False,False,Most,I think it,False,False,Most,10,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,most,False,False,Most,10,False,False
"Q: insane
A: sane

Q: boom
A: bust

Q: starve
A: feast

Q: straight
A: bent

Q: fresh
A: stale

Q: produce
A:","Q: produce
A:","Q: insane
A: sane

Q: boom
A: bust

Q: starve
A: feast

Q: straight
A: bent

Q: fresh
A: stale

",consume,The production of,: : :,False,False,The production of,: : :,False,False,The production of,I'm,False,False,The production of,I’m,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,"The word """,False,False,The production of,"The word """,False,False,The production of,"The word """,False,False,The production of,"The word """,False,False,The production of,"The word """,False,False,The production of,"The word """,False,False,The production of,"The word """,False,False,The production of,The first thing,False,False,The production of,"The word """,False,False,The production of,produce,False,False,The production of,produce,False,False,The production of,The production of,False,False,The production of,The production of,False,False,The production of,The production of,False,False,The production of,The production of,False,False,The production of,The production of,False,False,The production of,1.,False,False
"Q: illegitimate
A: legitimate

Q: misalign
A: align

Q: crazy
A: sane

Q: youthful
A: elderly

Q: parent
A: child

Q: tired
A:","Q: tired
A:","Q: illegitimate
A: legitimate

Q: misalign
A: align

Q: crazy
A: sane

Q: youthful
A: elderly

Q: parent
A: child

",energetic,I'm,: : :,False,False,I'm,: : :,False,False,I'm,: : :,False,False,I'm,I’m,False,False,I'm,I’m,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,I'm,False,False,I'm,I am not,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,tired,False,False,I'm,tired,False,False,I'm,I am tired,False,False,I'm,I am tired,False,False,I'm,Tiredness,False,False,I'm,Tiredness,False,False,I'm,Tiredness,False,False,I'm,Tiredness,False,False,I'm,Tiredness,False,False,I'm,1.,False,False
