prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Translate the following sentence from Japanese to English:
Q: アルゼンチンは、世界最高のポロチームとポロ競技選手を擁することで有名です。
A:",アルゼンチンは、世界最高のポロチームとポロ競技選手を擁することで有名です。,Argentina is well known for having one of the best polo teams and players in the world.,Argentina is famous for having the world's best polo team and polo players.,50.96847767818702,9.348312132747202,0.625,0.6015625,1.0
"Translate the following sentence from Japanese to English:
Q: 今年最大の大会は12月にラスカニタスのポロ競技場で開催されます。
A:",今年最大の大会は12月にラスカニタスのポロ競技場で開催されます。,The largest tournament of the year takes place in December at the polo fields in Las Cañitas.,The largest tournament of the year will be held in the polo field of Las Salinas in December.,61.11265403825672,35.338096752781205,6.4375,5.15625,0.6908189654350281
"Translate the following sentence from Japanese to English:
Q: 小規模なトーナメントや対抗戦は、他の時期にもここで観戦することができます。
A:",小規模なトーナメントや対抗戦は、他の時期にもここで観戦することができます。,Smaller tournaments and matches can also be seen here at other times of the year.,Small tournaments and competitions can be watched here at other times as well.,49.98318753357645,18.975165059343574,2.75,3.1875,0.9933325052261353
"Translate the following sentence from Japanese to English:
Q: ポロのトーナメントの日程や試合のチケット購入場所については、Asociacion Argentina de Poloでご確認ください。
A:",ポロのトーナメントの日程や試合のチケット購入場所については、Asociacion Argentina de Poloでご確認ください。,"For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.",The schedule and ticket purchase locations for the polo tournament can be found on the Asociacion Argentina de Polo website.,45.80440726113927,17.937244103927824,1.2265625,0.93359375,0.8836488723754883
"Translate the following sentence from Japanese to English:
Q: フォークランドの公式通貨はフォークランド諸島ポンド（FKP）で1ポンドが1英ポンド（GBP）と等価に固定されています。
A:",フォークランドの公式通貨はフォークランド諸島ポンド（FKP）で1ポンドが1英ポンド（GBP）と等価に固定されています。,The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).,"The official currency of the Falkland Islands is the Falkland Islands pound (FKP), which is fixed at 1 FKP = 1 British pound (GBP).",52.34509410736054,31.443515194397026,0.625,0.49609375,0.9814094305038452
"Translate the following sentence from Japanese to English:
Q: 両替は、スタンレーにある島内唯一の銀行（FIC Westの向かい）でできます。
A:",両替は、スタンレーにある島内唯一の銀行（FIC Westの向かい）でできます。,Money can be exchanged at the only bank in the islands which is located in Stanley across from the FIC West store.,"You can exchange money at the only bank on the island, which is located across the street from FIC West.",54.275314111813266,18.006946596448977,0.9375,0.92578125,0.9403879642486572
"Translate the following sentence from Japanese to English:
Q: 英国ポンドは一般的に島内のどこでも利用でき、スタンレーのクレジットカードや米ドルもよく利用できます。
A:",英国ポンドは一般的に島内のどこでも利用でき、スタンレーのクレジットカードや米ドルもよく利用できます。,British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.,"The British pound is generally available everywhere on the island, and Stanley's credit card and US dollars are also commonly used.",42.588456572334096,7.6047020452233385,4.125,2.59375,0.8395538330078125
"Translate the following sentence from Japanese to English:
Q: 離島では、英国と米国の通貨を使えますが、おそらくクレジットカードは使えません。可能な支払い方法を前もって所有者に確認しておきましょう。
A:",離島では、英国と米国の通貨を使えますが、おそらくクレジットカードは使えません。可能な支払い方法を前もって所有者に確認しておきましょう。,"On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.","In the islands, you can use British and American currency, but you probably won't be able to use credit cards. It's best to confirm with the owner in advance what payment methods are possible.",40.3754210871506,4.474742059675046,1.5,0.796875,0.8119361400604248
"Translate the following sentence from Japanese to English:
Q: 島を出てからフォークランドの通貨を両替することまず不可能なので、島を出る前に両替するようにしましょう。
A:",島を出てからフォークランドの通貨を両替することまず不可能なので、島を出る前に両替するようにしましょう。,"It is nearly impossible to exchange Falklands currency outside of the islands, so exchange money prior to leaving the islands.","It is impossible to exchange the currency of the Falkland Islands after leaving the island, so let's exchange it before leaving the island.",56.68290076223184,9.78237574896145,4.46875,3.390625,0.8844325542449951
"Translate the following sentence from Japanese to English:
Q: モンテビデオは赤道の南にあるので、北半球が冬になると夏になり、北半球が夏になると冬になるのです。
A:",モンテビデオは赤道の南にあるので、北半球が冬になると夏になり、北半球が夏になると冬になるのです。,"Since Montevideo is south of the Equator, it is summer there when it's winter in the Northern Hemisphere and vice versa.","Montevideo is south of the equator, so when the northern hemisphere is winter, it becomes summer, and when the northern hemisphere is summer, it becomes winter.",50.609086308791404,19.87142659371722,3.65625,2.4375,0.922360897064209
"Translate the following sentence from Japanese to English:
Q: モンテビデオは亜熱帯にあり、夏季には30℃を上回る気温が一般的です。
A:",モンテビデオは亜熱帯にあり、夏季には30℃を上回る気温が一般的です。,"Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.","Montevideo is in the subtropics, and the temperature often exceeds 30 degrees Celsius in the summer.",55.225044824104955,40.3747640820458,1.4609375,1.0625,0.9994161128997803
"Translate the following sentence from Japanese to English:
Q: 気温が氷点下になることはめったにありませんが、風と湿度の関係で温度計が示す気温よりも寒く感じることがあります。
A:",気温が氷点下になることはめったにありませんが、風と湿度の関係で温度計が示す気温よりも寒く感じることがあります。,"The winter can be deceptively chilly: temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says.","It is rare for the temperature to drop below freezing, but the temperature can feel colder than the temperature indicated by the thermometer due to the relationship between wind and humidity.",50.203680192989765,31.99752038770273,2.28125,0.93359375,0.9134216904640198
"Translate the following sentence from Japanese to English:
Q: 「雨季」や「乾季」は特になく、年間を通して雨量はほぼ一定です。
A:",「雨季」や「乾季」は特になく、年間を通して雨量はほぼ一定です。,"There are no particular ""rainy"" and ""dry"" seasons: the amount of rain stays roughly the same throughout the year.","There are no rainy or dry seasons, and the annual rainfall is almost constant.",26.9511763818682,6.315975182018647,0.7421875,0.77734375,0.9783878326416016
"Translate the following sentence from Japanese to English:
Q: 公園内にいる動物の多くは人間を見慣れていますが、それでも野生動物はあくまで野生なので、餌を与えたり、驚かしたりしてはいけません。
A:",公園内にいる動物の多くは人間を見慣れていますが、それでも野生動物はあくまで野生なので、餌を与えたり、驚かしたりしてはいけません。,"Though many of the animals in the park are used to seeing humans, the wildlife is nonetheless wild and should not be fed or disturbed.","Many of the animals in the park are used to seeing humans, but even so, wild animals are still wild animals, so you should not feed them or scare them.",56.376463655705976,35.26722960272411,0.73046875,0.7265625,0.8396097421646118
"Translate the following sentence from Japanese to English:
Q: 公園当局によれば、熊や狼からは最低でも100ヤード（100メートル）、その他の野生動物からは25ヤード（25メートル）の距離を保たなければいけません！
A:",公園当局によれば、熊や狼からは最低でも100ヤード（100メートル）、その他の野生動物からは25ヤード（25メートル）の距離を保たなければいけません！,"According to park authorities, stay at least 100 yards/meters away from bears and wolves and 25 yards/meters from all other wild animals!","According to the park authorities, you must keep at least 100 yards (100 meters) away from bears and wolves, and 25 yards (25 meters) away from other wild animals!",70.75165360863694,39.85279297392633,0.6953125,0.640625,0.9958324432373047
"Translate the following sentence from Japanese to English:
Q: 大人しそうに見えても、バイソン、ヘラジカ、アメリカヘラジカ、熊、そしてほぼすべての大型動物は襲ってくることがあります。
A:",大人しそうに見えても、バイソン、ヘラジカ、アメリカヘラジカ、熊、そしてほぼすべての大型動物は襲ってくることがあります。,"No matter how docile they may look, bison, elk, moose, bears, and nearly all large animals can attack.","Although they may look calm, bison, elk, moose, bears, and almost all large animals can attack.",70.77867862206857,64.88123747527855,1.1171875,1.234375,0.9619146585464478
"Translate the following sentence from Japanese to English:
Q: 毎年、適切な距離を保たなかったために、何十人もの旅行客が負傷しています。こうした野生動物は大型で潜在的に危険であるため、縄張りに入らないようにしましょう。
A:",毎年、適切な距離を保たなかったために、何十人もの旅行客が負傷しています。こうした野生動物は大型で潜在的に危険であるため、縄張りに入らないようにしましょう。,"Each year, dozens of visitors are injured because they didn't keep a proper distance. These animals are large, wild, and potentially dangerous, so give them their space.","Every year, many tourists have been injured because they did not keep a proper distance. These wild animals are large and potentially dangerous, so do not enter their territory.",62.38366722603011,35.973870394187955,1.0703125,0.86328125,0.9669578075408936
"Translate the following sentence from Japanese to English:
Q: また、匂いは熊などの野生動物を引き寄せるため、匂いのする食べ物の持ち運びや調理は避け、清潔なキャンプを心がけましょう。
A:",また、匂いは熊などの野生動物を引き寄せるため、匂いのする食べ物の持ち運びや調理は避け、清潔なキャンプを心がけましょう。,"In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.",また、匂いは熊などの野生動物を引き寄せるため、匂いのする食べ物の持ち運びや調理は避け、清潔なキャンプを心がけましょう。,0.0,0.0,17.125,22.5,1.0
"Translate the following sentence from Japanese to English:
Q: アピアはサモアの首都です。この町はウポル島にあり、人口は4万人弱です。
A:",アピアはサモアの首都です。この町はウポル島にあり、人口は4万人弱です。,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000.","Apia is the capital of Samoa. This town is located on Upolu Island and has a population of about 40,000.",65.92786961107473,47.183285103283445,0.24902344,0.24511719,0.8671700954437256
"Translate the following sentence from Japanese to English:
Q: アピアは1850年代にできた都市で、1959年からサモアの正式な首都になっています。
A:",アピアは1850年代にできた都市で、1959年からサモアの正式な首都になっています。,Apia was founded in the 1850s and has been the official capital of Samoa since 1959.,Apia is a city that was established in the 1850s and has been Samoa's official capital since 1959.,64.72094713842354,35.21555586746716,0.578125,0.36914062,0.993436336517334
"Translate the following sentence from Japanese to English:
Q: この港は、1889年にドイツ、アメリカ、イギリスから来た7隻の船が出港を拒否した際に海軍同士が睨み合った有名な場所です。
A:",この港は、1889年にドイツ、アメリカ、イギリスから来た7隻の船が出港を拒否した際に海軍同士が睨み合った有名な場所です。,"The harbor was the site of an infamous naval standoff in 1889 when seven ships from Germany, the US, and Britain refused to leave the harbor.","This port is a famous place where the navies glared at each other when seven ships from Germany, America, and Britain refused to leave the port in 1889.",54.83906181849507,34.3045937788387,3.328125,2.421875,0.8451433181762695
"Translate the following sentence from Japanese to English:
Q: イギリス巡洋艦1隻を除き、全艦船が撃沈されました。この戦いで200人近くのアメリカ人とドイツ人の命が失われました。
A:",イギリス巡洋艦1隻を除き、全艦船が撃沈されました。この戦いで200人近くのアメリカ人とドイツ人の命が失われました。,"All the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost.",All the ships were sunk except for the British cruiser. About 200 Americans and Germans lost their lives in this battle.,62.06666031797269,31.806256688107197,1.796875,1.546875,0.8671342134475708
"Translate the following sentence from Japanese to English:
Q: マウ運動によって組織された独立闘争の間に、町で開かれた平和的な集会で最高責任者トゥプア・タマセーゼ・レアロフィ3世が殺害されました。
A:",マウ運動によって組織された独立闘争の間に、町で開かれた平和的な集会で最高責任者トゥプア・タマセーゼ・レアロフィ3世が殺害されました。,"During the struggle for independence organised by the Mau movement, a peaceful gathering in the town resulted in the killing of the paramount chief Tupua Tamasese Lealofi III.","During the independence struggle organized by Mau Mau, the highest-ranking leader, Tupeah Tamaseze Raroifi III, was killed at a peaceful meeting held in the town.",40.93596234919909,8.468980166835106,3.640625,2.609375,0.8285719156265259
"Translate the following sentence from Japanese to English:
Q: オークランドは2つの港に恵まれ、ビーチがたくさんあります。人気のあるビーチは3つのエリアに分かれています。
A:",オークランドは2つの港に恵まれ、ビーチがたくさんあります。人気のあるビーチは3つのエリアに分かれています。,"There are many beaches, due to Auckland's straddling of two harbours. The most popular ones are in three areas.",Auckland is blessed with two harbors and many beaches. The popular beaches are divided into three areas.,43.63520683080008,12.398127904283074,1.3828125,0.80078125,0.9964510202407837
"Translate the following sentence from Japanese to English:
Q: ノースショアビーチ（ノースハーバー地区）は太平洋に面しており、北はロングベイから南はデボンポートまで続いています。
A:",ノースショアビーチ（ノースハーバー地区）は太平洋に面しており、北はロングベイから南はデボンポートまで続いています。,North Shore beaches (in North Harbour district) are on the Pacific Ocean and stretch from Long Bay in the north to Devonport in the south.,North Shore Beach (North Harbor District) faces the Pacific Ocean and extends from Long Bay to Devonport in the north and south.,62.19108816809942,31.17067915080345,3.84375,2.734375,0.9757122993469238
"Translate the following sentence from Japanese to English:
Q: ほとんどが砂浜で安全に泳ぐことができ、ポフツカワの木陰が日除けになります。
A:",ほとんどが砂浜で安全に泳ぐことができ、ポフツカワの木陰が日除けになります。,"They are almost all sandy beaches with safe swimming, and most have shade provided by pohutukawa trees.","Most of the beaches are safe for swimming, and the shade of the Pohutukawa trees provides sun protection.",42.53005684385068,14.46551595038672,1.6640625,1.609375,0.9911187887191772
"Translate the following sentence from Japanese to English:
Q: タマキ・ドライブ・ビーチは、オークランド中央部の郊外高級地であるミッション・ベイとセント・ヘリエスのワイテマタ港にあります。
A:",タマキ・ドライブ・ビーチは、オークランド中央部の郊外高級地であるミッション・ベイとセント・ヘリエスのワイテマタ港にあります。,"Tamaki Drive beaches are on the Waitemata Harbour, in the upmarket suburbs of Mission Bay and St Heliers in Central Auckland.",Tamaki Drive Beach is located in the upscale suburb of Mission Bay and the port of Whitemata in central Auckland.,48.909260006628124,22.320945183180573,6.03125,5.46875,0.6967498064041138
"Translate the following sentence from Japanese to English:
Q: これらはたまに混雑する家族向けのビーチで、海岸にはさまざまな店舗が並んでいます。安全に泳ぐことができます。
A:",これらはたまに混雑する家族向けのビーチで、海岸にはさまざまな店舗が並んでいます。安全に泳ぐことができます。,These are sometimes-crowded family beaches with a good range of shops lining the shore. Swimming is safe.,"These are family-friendly beaches that sometimes get crowded, and there are various shops along the coast. You can swim safely.",37.70411089505784,5.040619446201417,0.6015625,0.63671875,0.9924949407577515
"Translate the following sentence from Japanese to English:
Q: 主な地ビールは「ナンバーワン」という名称で、手の込んだビールではないものの、爽やかで飲み心地がスッキリとしたビールです。もう1つの地ビールは「マンタ」という名称です。
A:",主な地ビールは「ナンバーワン」という名称で、手の込んだビールではないものの、爽やかで飲み心地がスッキリとしたビールです。もう1つの地ビールは「マンタ」という名称です。,"The main local beer is 'Number One', it is not a complex beer, but pleasant and refreshing. The other local beer is called ""Manta"".","The main local beer is called ""Number One"" and is not a complicated beer, but it is a refreshing and easy-to-drink beer. The other local beer is called ""Manta"".",71.35743126067956,41.917612085372305,1.4375,2.15625,0.9705061912536621
"Translate the following sentence from Japanese to English:
Q: フランスワインも手に入りやすいのですが、せっかくの旅ですからニュージーランドやオーストラリアのワインを試してみましょう。
A:",フランスワインも手に入りやすいのですが、せっかくの旅ですからニュージーランドやオーストラリアのワインを試してみましょう。,"There are many French wines to be had, but the New Zealand and Australian wines might travel better.","I'd like to try some wines from New Zealand and Australia, since I'm on a trip.",31.861089544965647,8.668528067348738,6.71875,5.5,0.19109201431274414
"Translate the following sentence from Japanese to English:
Q: 現地の水道水は全く問題なく飲めますが、怖いと思ったらボトル入りの水が簡単に手に入ります。
A:",現地の水道水は全く問題なく飲めますが、怖いと思ったらボトル入りの水が簡単に手に入ります。,"The local tap water is perfectly safe to drink, but bottled water is easy to find if you are fearful.","The tap water in the area is perfectly fine to drink, but if you feel uncomfortable, bottled water is easily available.",56.056329225419596,24.25232850823367,0.62109375,0.61328125,1.0
"Translate the following sentence from Japanese to English:
Q: オーストラリア人にとって「フラットホワイト（ミルクの入り）」コーヒーという概念は外国のものです。ショートブラックは「エスプレッソ」であり、カプチーノは（泡ではなく）クリームがたっぷりと盛られ、紅茶はミルクなしで提供されます。
A:",オーストラリア人にとって「フラットホワイト（ミルクの入り）」コーヒーという概念は外国のものです。ショートブラックは「エスプレッソ」であり、カプチーノは（泡ではなく）クリームがたっぷりと盛られ、紅茶はミルクなしで提供されます。,"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.","For Australians, the concept of a ""flat white"" coffee is foreign. A short black is an espresso, and a cappuccino is served with a generous amount of cream, not foam, and tea is served without milk.",64.1043668092262,38.253284856973714,2.953125,3.9375,0.820999264717102
"Translate the following sentence from Japanese to English:
Q: 暖かいチョコレートはベルギーの基準を満たす飲み物です。果汁飲料は値が張りますがたいへん美味です。
A:",暖かいチョコレートはベルギーの基準を満たす飲み物です。果汁飲料は値が張りますがたいへん美味です。,The hot chocolate is up to Belgian standards. Fruit juices are pricey but excellent.,Warm chocolate is a drink that meets Belgian standards. Fruit drinks are expensive but very delicious.,46.625894401903686,23.60674082916472,4.4375,2.296875,0.9831711053848267
"Translate the following sentence from Japanese to English:
Q: サンゴ礁への旅行は一年中行われ、サンゴ礁での上記のい原因によるする怪我は稀にしかありません。
A:",サンゴ礁への旅行は一年中行われ、サンゴ礁での上記のい原因によるする怪我は稀にしかありません。,"Many trips to the reef are made all year around, and injuries due to any of these causes on the reef are rare.","The travel to the coral reef is done all year round, and the injury caused by the above reasons is rarely done.",33.67454651424702,5.4506770221739105,5.03125,3.828125,0.7700703740119934
"Translate the following sentence from Japanese to English:
Q: それでも、当局からのアドバイスを受け、すべての標識を守り、安全上の警告に細心の注意を払いましょう。
A:",それでも、当局からのアドバイスを受け、すべての標識を守り、安全上の警告に細心の注意を払いましょう。,"Still, take advice from authorities, obey all signs, and pay close attention to safety warnings.","Even so, follow all signs and heed all safety warnings with care, following the advice of the authorities.",41.20491330083263,9.38687499151236,1.25,1.2265625,0.9798837900161743
"Translate the following sentence from Japanese to English:
Q: ハコクラゲは、10月から4月にかけて1770の北、海岸や河口付近に生息します。この時期以外にも見かけることがあります。
A:",ハコクラゲは、10月から4月にかけて1770の北、海岸や河口付近に生息します。この時期以外にも見かけることがあります。,Box jellyfish occur near beaches and near river estuaries from October to April north of 1770. They can occasionally be found outside these times.,"The jellyfish, called the ""hako-kragu,"" is found in the northern coastal and river areas from October to April. It can also be seen outside of this period.",38.61770175530095,10.22763758993479,7.8125,6.09375,0.8604891300201416
"Translate the following sentence from Japanese to English:
Q: 鮫はいますが、人間を襲うことはまずありません。ほとんどの鮫は人間を恐れて泳ぎ去ります。
A:",鮫はいますが、人間を襲うことはまずありません。ほとんどの鮫は人間を恐れて泳ぎ去ります。,"Sharks do exist, however they rarely attack humans. Most sharks are scared of humans and would swim away.",Sharks are not usually dangerous to humans. Most sharks are afraid of humans and swim away.,50.94185455826722,31.413402794921144,1.7890625,0.4609375,0.9751843214035034
"Translate the following sentence from Japanese to English:
Q: 塩水クロコダイルは海を活動の場としているわけではなく、主な生息地はロックハンプトンから北にある川の河口域です。
A:",塩水クロコダイルは海を活動の場としているわけではなく、主な生息地はロックハンプトンから北にある川の河口域です。,"Saltwater Crocodiles do not actively live in the ocean, their primary habitat is in river estuaries north from Rockhampton.","Saltwater crocodiles do not use the sea as their main activity area, but their main habitat is the river mouth area north of Rockhampton.",45.749650496156455,23.03529811975853,1.046875,0.8125,0.9787440299987793
"Translate the following sentence from Japanese to English:
Q: 事前に予約しておけば、旅行者にとって目的地に着いたら寝場所があるという安心感につながります。
A:",事前に予約しておけば、旅行者にとって目的地に着いたら寝場所があるという安心感につながります。,Booking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination.,"If you make a reservation in advance, you will have a sense of security that you will have a place to sleep when you arrive at your destination.",40.19147573232029,5.613782358458971,1.3125,1.015625,0.8646477460861206
"Translate the following sentence from Japanese to English:
Q: 旅行代理店の多くは、特定のホテルと契約していますが、キャンプ場など他の宿泊施設も旅行代理店を通して予約できることがあります。
A:",旅行代理店の多くは、特定のホテルと契約していますが、キャンプ場など他の宿泊施設も旅行代理店を通して予約できることがあります。,"Travel agents often have deals with specific hotels, although you may find it possible to book other forms of accommodation, like camping grounds, through a travel agent.","Many travel agencies have contracts with specific hotels, but it is possible to book other accommodations such as campsites through travel agencies.",47.00854133480299,15.641342090367116,0.609375,0.77734375,0.9901683330535889
"Translate the following sentence from Japanese to English:
Q: 通常、旅行代理店は朝食、空港とホテルを結ぶ交通手段の手配、あるいは航空券とホテルを組み合わせたパッケージを提供しています。
A:",通常、旅行代理店は朝食、空港とホテルを結ぶ交通手段の手配、あるいは航空券とホテルを組み合わせたパッケージを提供しています。,"Travel agents usually offer packages that include breakfast, transportation arrangements to/from the airport or even combined flight and hotel packages.","Normally, travel agencies provide breakfast, transportation between the airport and the hotel, or a package that combines air tickets and hotels.",44.841248386860066,10.991514729498917,0.9296875,0.87109375,0.967488706111908
"Translate the following sentence from Japanese to English:
Q: また、申し出を考える時間や渡航先に持っていく他の書類（ビザなど）を調達する時間が必要な場合には、予約を保留することもできます。
A:",また、申し出を考える時間や渡航先に持っていく他の書類（ビザなど）を調達する時間が必要な場合には、予約を保留することもできます。,They can also hold the reservation for you if you need time to think about the offer or procure other documents for your destination (e.g. visa).,"If you need time to consider your offer or to obtain other documents (such as a visa) to take with you, you can also reserve your reservation.",44.197811414281865,12.476923795379351,5.09375,3.34375,0.8526135087013245
"Translate the following sentence from Japanese to English:
Q: しかし、変更願いや要望は、ホテルに直接ではなく、まず旅行代理店に連絡してください。
A:",しかし、変更願いや要望は、ホテルに直接ではなく、まず旅行代理店に連絡してください。,Any amendments or requests though should be coursed through the travel agent first and not directly with the hotel.,"However, requests for changes or requests should be made directly to the hotel, but first contact your travel agency.",41.65874236881667,9.637411586929971,9.0625,6.21875,0.9217053651809692
"Translate the following sentence from Japanese to English:
Q: フェスティバルによっては、音楽祭の参加者の大多数が会場内でキャンプをすることが決まっており、ほとんどの参加者はそれがここでの重要な体験の一部であると考えています。
A:",フェスティバルによっては、音楽祭の参加者の大多数が会場内でキャンプをすることが決まっており、ほとんどの参加者はそれがここでの重要な体験の一部であると考えています。,"For some festivals, the vast majority of the attendants to music festivals decide to camp on site, and most attendants consider it a vital part of the experience.","At some festivals, the majority of participants camp in the venue, and most participants consider it an important part of their experience here.",48.3870585832054,17.512546976402703,1.90625,1.6015625,0.8878743648529053
"Translate the following sentence from Japanese to English:
Q: 実地に体験したければ、早めに到着して演奏が聞こえやすいキャンプ場を確保しなければなりません。
A:",実地に体験したければ、早めに到着して演奏が聞こえやすいキャンプ場を確保しなければなりません。,If you want to be close to the action you're going to have to get in early to get a camping site close to the music.,"If you want to experience it in person, you must arrive early and secure a campsite where you can hear the performance.",27.153653247544067,10.682830307426428,0.56640625,0.453125,0.9758187532424927
"Translate the following sentence from Japanese to English:
Q: メインステージの音楽が終わっても、フェスティバルには夜遅くまで演奏を流し続けるセクションがあるかもしれないことを覚えておいてください。
A:",メインステージの音楽が終わっても、フェスティバルには夜遅くまで演奏を流し続けるセクションがあるかもしれないことを覚えておいてください。,"Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.",,0.0,0.0,12.8125,13.75,0.40060245990753174
"Translate the following sentence from Japanese to English:
Q: フェスティバルによっては、幼いお子供連れ家族向けに特別なキャンプ場を設けているところもあります。
A:",フェスティバルによっては、幼いお子供連れ家族向けに特別なキャンプ場を設けているところもあります。,Some festivals have special camping areas for families with young children.,Some festivals have special camping areas for families with young children.,100.0,100.00000000000004,0.49609375,0.81640625,1.0
"Translate the following sentence from Japanese to English:
Q: 冬に北バルト海を横断する場合は、船室の位置を確認してください。氷の中を突き進む際に最も影響を受ける船室では恐ろしいほどの騒音が鳴り響きます。
A:",冬に北バルト海を横断する場合は、船室の位置を確認してください。氷の中を突き進む際に最も影響を受ける船室では恐ろしいほどの騒音が鳴り響きます。,"If crossing the Northern Baltic in winter, check the cabin location, as going through ice causes quite horrible noise for those most affected.","When crossing the North Baltic Sea in winter, please check the location of your cabin. The cabin that is most affected by the ship's forward progress through ice will be filled with a terrifying amount of noise.",49.230934801556025,7.615710086645162,1.625,1.359375,0.9489884376525879
"Translate the following sentence from Japanese to English:
Q: サンクトペテルブルクのクルーズには街での滞在時間が含まれています。クルーズの乗客はビザが免除されます（条件を確認してください）。
A:",サンクトペテルブルクのクルーズには街での滞在時間が含まれています。クルーズの乗客はビザが免除されます（条件を確認してください）。,Saint Petersburg cruises include time in town. Cruise passengers are exempted from visa requirements (check the terms).,The cruise to St. Petersburg includes a stay in the city. Passengers on the cruise are exempt from visas (check the conditions).,43.47899212530591,7.232823449239034,4.375,3.734375,0.995439887046814
"Translate the following sentence from Japanese to English:
Q: カジノでは通常、ゲストに時間とお金を最大限に費やしてもらえるように工夫をこらしています。通常、窓や時計はなく、出口も見つけにくい場合があります。
A:",カジノでは通常、ゲストに時間とお金を最大限に費やしてもらえるように工夫をこらしています。通常、窓や時計はなく、出口も見つけにくい場合があります。,"Casinos typically make many efforts to maximize time and money spent by guests. Windows and clocks are usually absent, and exits can be hard to find.","At casinos, they usually try to make guests spend their time and money as much as possible. Usually, there are no windows or clocks, and the exits are hard to find.",42.529253382364615,12.526246684724468,2.21875,1.578125,0.928107500076294
"Translate the following sentence from Japanese to English:
Q: カジノでは通常、特別な飲食やエンターテイメントを用意しています。ゲストが気分良く施設内に留まるようにするためです。
A:",カジノでは通常、特別な飲食やエンターテイメントを用意しています。ゲストが気分良く施設内に留まるようにするためです。,"They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.","At casinos, special food and entertainment are usually provided. This is to make guests feel comfortable and stay in the facility.",36.94665139952771,8.384891661235438,2.328125,1.8046875,0.9758708477020264
"Translate the following sentence from Japanese to English:
Q: 会場によっては、アルコール飲料を提供しています。しかし、酔うと判断力が鈍るので、優れたギャンブラーは誰でもしらふでいることの大切さを知っています。
A:",会場によっては、アルコール飲料を提供しています。しかし、酔うと判断力が鈍るので、優れたギャンブラーは誰でもしらふでいることの大切さを知っています。,"Some venues offer alcoholic beverages on the house. However, drunkenness impairs judgement, and all good gamblers know the importance of staying sober.","At some venues, alcohol is provided. However, if you get drunk, your judgment will become dull, so even excellent gamblers know the importance of being careful not to get drunk.",42.24512151991628,17.548433488411245,2.828125,2.59375,0.8828351497650146
"Translate the following sentence from Japanese to English:
Q: 緯度の高い場所や峠を運転する人は、雪や氷、氷点下の可能性を考慮する必要があります。
A:",緯度の高い場所や峠を運転する人は、雪や氷、氷点下の可能性を考慮する必要があります。,"Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.","People who drive in high-latitude locations or on mountain passes should consider the possibility of snow, ice, and below-freezing temperatures.",67.26186721874818,42.420256725130095,0.7734375,0.51171875,0.9801498651504517
"Translate the following sentence from Japanese to English:
Q: 雪道や凍った道は摩擦が少なく、アスファルト道路を走るような運転はできません。
A:",雪道や凍った道は摩擦が少なく、アスファルト道路を走るような運転はできません。,"On icy and snowy roadways, friction is low and you cannot drive as if you were on bare asphalt.","On snow and ice roads, you cannot drive like you would on an asphalt road.",36.14432313142908,10.77298947535715,1.8359375,2.765625,0.9624111652374268
"Translate the following sentence from Japanese to English:
Q: 吹雪になると、ほんの短時間に足止めに十分な雪が降り積もります。
A:",吹雪になると、ほんの短時間に足止めに十分な雪が降り積もります。,"During blizzards, enough snow to get you stuck can fall in very little time.","When it snows, it snows enough to stop you in a very short time.",25.158499212655727,6.0745880708766835,6.28125,3.78125,0.7970670461654663
"Translate the following sentence from Japanese to English:
Q: また、雪が降ったり吹きつけたり、車窓が結露や氷で覆われて視界が制限されることもあります。
A:",また、雪が降ったり吹きつけたり、車窓が結露や氷で覆われて視界が制限されることもあります。,Visibility may also be restricted by falling or blowing snow or by condensation or ice on vehicle windows.,,0.0,0.0,14.125,4.375,0.2306232899427414
"Translate the following sentence from Japanese to English:
Q: 一方、多くの国では氷雪の多い状況が普通ですが、交通は1年中ほぼ途切れることなく続いています。
A:",一方、多くの国では氷雪の多い状況が普通ですが、交通は1年中ほぼ途切れることなく続いています。,"On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round.","On the other hand, in many countries, the situation is usually snowy, but traffic continues almost uninterrupted throughout the year.",49.59954541590346,31.447527107538,4.0625,3.765625,0.926061749458313
